#! FIELDS t ff1 dff1_t
#! SET normalisation  1.000000
#! SET min_t -3.14
#! SET max_t 3.14
#! SET nbins_t  300
#! SET periodic_t true
 1.570000 19.366202 12.189750
 1.590933 19.625170 12.527919
 1.611867 19.891144 12.833008
 1.632800 20.163272 13.102966
 1.653733 20.440541 13.338468
 1.674667 20.722028 13.530775
 1.695600 21.007103 13.681342
 1.716533 21.295126 13.787947
 1.737467 21.584996 13.850492
 1.758400 21.875887 13.858843
 1.779333 22.166567 13.820369
 1.800267 22.455688 13.736337
 1.821200 22.742582 13.605018
 1.842133 23.026211 13.420794
 1.863067 23.305445 13.187408
 1.884000 23.579526 12.905679
 1.904933 23.847131 12.578327
 1.925867 24.107181 12.208196
 1.946800 24.359631 11.791150
 1.967733 24.602614 11.337581
 1.988667 24.835699 10.850995
 2.009600 25.058548 10.327409
 2.030533 25.270580 9.770640
 2.051467 25.470322 9.196113
 2.072400 25.657519 8.605192
 2.093333 25.832179 7.990086
 2.114267 25.993733 7.366433
 2.135200 26.142451 6.734248
 2.156133 26.277808 6.099434
 2.177067 26.399836 5.469569
 2.198000 26.508702 4.840839
 2.218933 26.604131 4.221210
 2.239867 26.687605 3.611494
 2.260800 26.757902 3.032810
 2.281733 26.816653 2.475427
 2.302667 26.863487 1.951510
 2.323600 26.900133 1.445282
 2.344533 26.926947 0.970747
 2.365467 26.943043 0.544309
 2.386400 26.951386 0.158625
 2.407333 26.951833 -0.191998
 2.428267 26.945660 -0.504761
 2.449200 26.933376 -0.771496
 2.470133 26.916273 -0.999575
 2.491067 26.894055 -1.186645
 2.512000 26.868796 -1.331055
 2.532933 26.840311 -1.434726
 2.553867 26.809897 -1.497963
 2.574800 26.779380 -1.529713
 2.595733 26.748635 -1.533334
 2.616667 26.717326 -1.499878
 2.637600 26.687033 -1.447810
 2.658533 26.658109 -1.369698
 2.679467 26.631303 -1.271839
 2.700400 26.606718 -1.156370
 2.721333 26.584407 -1.022459
 2.742267 26.564624 -0.883475
 2.763200 26.547822 -0.742243
 2.784133 26.534027 -0.596159
 2.805067 26.523622 -0.456042
 2.826000 26.516171 -0.319709
 2.846933 26.511063 -0.188455
 2.867867 26.508818 -0.059720
 2.888800 26.509349 0.051524
 2.909733 26.511682 0.153737
 2.930667 26.516153 0.242870
 2.951600 26.522297 0.318940
 2.972533 26.529754 0.378802
 2.993467 26.538161 0.426384
 3.014400 26.547459 0.460788
 3.035333 26.557947 0.484962
 3.056267 26.568288 0.499272
 3.077200 26.578837 0.500058
 3.098133 26.590024 0.495149
 3.119067 26.600497 0.495419
